SampleNumber,ProductionArea,BedId,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,DateSampleArrivedAtWeymouth,SpeciesSampled,PSP_HPLC_ScreenResult_PS_NG,PSP_HPLC_ResultHighValueCalculatedFromMethodUncertainty,PSPAverageMBAResult,DSPResultPositive,DSPResultNegative,DomoicAcid,ActionRequired
BTX/2008/3912,Walton Backwaters,B011G,Tendring DC ,TM22142478,Kirby Creek,2008-12-02,2008-12-05,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/3913,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2008-12-02,2008-12-05,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/3932,Helford,B034A,Falmouth and Truro PHA,SW75282664,Calamansack Bar,2008-12-08,2008-12-09,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/3933,West Mersea,B013D,Colchester BC,TL99101260,Salcott,2008-12-08,2008-12-09,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/3934,West Mersea,B013L,Colchester BC,TM04521160,Mersea Shore,2008-12-08,2008-12-09,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/3935,West Mersea,B013H,Colchester BC,TL99941328,Strood Channel,2008-12-08,2008-12-09,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/3936,The Solent,B024N,Isle of Wight Council,SZ34809020,Yarmouth - Blackrock,2008-12-08,2008-12-09,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/3937,The Solent,B024H,Isle of Wight Council,SZ45209410,Thorness,2008-12-08,2008-12-09,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/3938,The Solent,B24AV,Southampton PHA,SZ47509960,Stanswood,2008-12-08,2008-12-09,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/3939,Southampton Water,B021D,Southampton PHA,SU45300770,Netley,2008-12-08,2008-12-09,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/3940,Southampton Water,B021L,Southampton PHA,SU47800530,Hamble Estuary,2008-12-08,2008-12-09,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/3942,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm,2008-12-09,2008-12-09,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/3968,Lymington River,B24AF,New Forest DC,SZ34809375,No 3 Post,2008-12-09,2008-12-10,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/3969,Butley,B009A,Suffolk Coastal DC,TM39704870,Butley Creek,2008-12-09,2008-12-10,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/3982,Conwy,B044H,Conwy CBC,SH76107970,Morfa,2008-12-09,2008-12-11,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/3983,Taw/Torridge,B036N,Torridge DC,SS46603050,Appledore Lifeboat Slipway,2008-12-10,2008-12-11,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/3984,Chichester Harbour,B018E,Havant BC,SU74600050,Mill Rythe,2008-12-10,2008-12-11,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/3985,The Wash,B004O,Kings Lynn & W Norfolk BC,TF65803700,Heacham South,2008-12-10,2008-12-11,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2008/3986,Chichester Harbour,B018C,Chichester DC,SU78400160,Chichester Channel,2008-12-10,2008-12-11,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/3989,Poole,B54BF,Poole BC,SZ09119017,Bournemouth Pier,2008-12-11,2008-12-12,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/4000,Three Rivers,B071F,Carmarthenshire CC,SN37500640,Gwendraeth,2008-12-15,2008-12-16,Cockles,Not Tested,,,,Not Tested,Not Tested,
BTX/2008/4001,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2008-12-15,2008-12-16,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2008/4002,Three Rivers,B071B,Carmarthenshire CC,SN34300920,Wharley Point,2008-12-15,2008-12-16,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2008/4003,Three Rivers,B071E,Carmarthenshire CC,SN35700730,St Ishmaels,2008-12-15,2008-12-16,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/4004,Dee,B045S,Flintshire CC,SJ17648100,Salisbury Bank,2008-12-15,2008-12-16,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2008/4005,Medina,B063E,Isle of Wight Council,SZ51209680,Castle Point,2008-12-15,2008-12-16,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/4006,North Kent Coast,B17AM,Canterbury CC,TR08206690,Pollard,2008-12-15,2008-12-16,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/4007,North Kent Coast,B17BL,Canterbury CC,TR08206690,Pollard,2008-12-15,2008-12-16,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/4008,Fal,B033Z,Falmouth and Truro PHA,SW84093878,T Pontoon,2008-12-15,2008-12-16,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/4009,Fal,B033Y,Falmouth and Truro PHA,SW85024095,R Pontoon/Tregothnan,2008-12-15,2008-12-16,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/4010,Fal,B033P,Falmouth and Truro PHA,SW83883621,East Bank,2008-12-15,2008-12-16,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/4011,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2008-12-15,2008-12-16,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/4012,Camel,B035J,North Cornwall DC,SW92517775,Trebetherick Rocks,2008-12-15,2008-12-16,Mussels,NG,,,,NEGATIVE,<RL,Follow up flesh and water samples required
BTX/2008/4013,Taw/Torridge,B036F,North Devon DC,SS47303210,Cool Stone - Instow,2008-12-15,2008-12-16,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/4014,Plymouth,B32AD,Plymouth PHA,SX41875721,East of Ajax,2008-12-15,2008-12-16,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/4015,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2008-12-15,2008-12-16,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/4016,The Wash,B004H,Kings Lynn & W Norfolk BC,TF52102890,Breast Sand,2008-12-15,2008-12-16,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2008/4038,Blakeney,B006N,North Norfolk DC,TF91804550,Wells Beacon,2008-12-15,2008-12-17,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/4039,Holy Island-Ross Links,B001O,Berwick upon Tweed BC,NU12333958,Ross Links,2008-12-16,2008-12-17,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/4040,Yealm,B031F,Plymouth PHA,SX54104883,Thorn,2008-12-16,2008-12-17,Mussels,NG,,,,Insufficient,<RL,Follow up flesh sample requested
BTX/2008/4041,Swansea,B037I,City and Council of Swansea,SS62908930,Swansea Bay S,2008-12-16,2008-12-17,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/4042,Menai Strait West,B042F,Gwynedd CC,SH49906587,Llanfairisgaer,2008-12-14,2008-12-17,Mussels,NG,,,,Insufficient,<RL,Follow up flesh sample requested
BTX/2008/4043,Silloth,B059H,Allerdale DC,NY11005430,Silloth,2008-12-15,2008-12-17,Mussels,NG,,,,Insufficient,<RL,Follow up flesh sample requested
BTX/2008/4063,The Solent,B24BB,Isle of Wight Council,SZ59509350,Ryde Sands,2008-12-17,2008-12-18,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2008/4064,Dee,B045M,Wirral BC,SJ20708550,West Kirby - Tells Tower,2008-12-17,2008-12-18,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2008/4065,Alde/Ore,B008D,Suffolk Coastal DC,TM46055446,Home Reach,2008-12-17,2008-12-18,Pacific Oysters,NG,,,,Insufficient,<RL,Follow up flesh sample requested
BTX/2008/4066,Beaulieu,B023B,New Forest DC,SZ42729773,Needs Ore,2008-12-17,2008-12-18,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/4067,Ribble,B046C,West Lancashire DC,SD32802590,Point 31,2008-12-17,2008-12-18,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/4068,Lune,B066G,Wyre BC,SD34004870,Knott Spit,2008-12-16,2008-12-18,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/4069,Colwyn Bay,B069A,Conwy CBC,SH83208150,Rhos on Sea,2008-12-17,2008-12-18,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/4070,Dart,B028F,South Hams DC,SX87415599,Waddeton,2008-12-16,2008-12-18,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/4071,The Wash,B003D,Boston BC,TF44403720,Maretail,2008-12-17,2008-12-18,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/4073,Lune,B066A,Lancaster CC,SD42305430,Plover Scar,2008-12-17,2008-12-19,Mussels,Not Tested,,,,Not Tested,Not Tested,Follow up flesh sample requested
BTX/2009/0012,Exe,B26AT,East Devon DC,SX99698050,Beacon Point,2009-01-05,2009-01-06,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0013,The Solent,B24AV,Southampton PHA,SZ47509960,Stanswood,2009-01-05,2009-01-06,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0014,Southampton Water,B021L,Southampton PHA,SU47800530,Hamble Estuary,2009-01-05,2009-01-06,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0015,Southampton Water,B021D,Southampton PHA,SU45300770,Netley,2009-01-05,2009-01-06,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0044,Fowey,B070S,Fowey PHA,SX12605320,Wisemans,2009-01-06,2009-01-07,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0057,West Mersea,B013F,Maldon DC,TL98611115,Tollesbury North,2009-01-07,2009-01-08,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0066,Camel,B035J,North Cornwall DC,SW92517775,Trebetherick Rocks,2009-01-08,2008-01-09,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0087,Yealm,B031F,Plymouth PHA,SX54104883,Thorn,2009-01-12,2009-01-13,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0088,Lyme Bay,B090K,East Devon DC,SY12068682,Chit Rocks,2009-01-12,2009-01-13,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0089,Three Rivers,B071E,Carmarthenshire CC,SN35700730,St Ishmaels,2009-01-12,2009-01-13,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0090,Blakeney,B006N,North Norfolk DC,TF91804550,Wells Beacon,2009-01-12,2009-01-13,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0091,North Kent Coast,B17BL,Canterbury CC,TR08206690,Pollard,2009-01-12,2009-01-13,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0092,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2009-01-12,2009-01-13,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0093,North Kent Coast,B17AM,Canterbury CC,TR08206690,Pollard,2009-01-12,2009-01-13,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0094,The Wash,B004H,Kings Lynn & W Norfolk BC,TF52102890,Breast Sand,2009-01-12,2009-01-13,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2009/0095,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2009-01-12,2009-01-13,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2009/0096,Three Rivers,B071B,Carmarthenshire CC,Unknown,Wharley Point,,2009-01-13,Cockles,Not tested,,,,Not tested,Not tested,No additional sample required
BTX/2009/0097,Three Rivers,B071F,Carmarthenshire CC,Unknown,Gwendraeth,,2009-01-13,Cockles,Not tested,,,,Not tested,Not tested,No additional sample required
BTX/2009/0116,Exe,B026E,Teignbridge DC,SX97808090,Pool,2009-01-13,2009-01-14,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0117,Teign,B027G,Teignbridge DC,SX92737273,Gasworks Bank,2009-01-13,2009-01-14,Mussels,PS ,<RL,,,NEGATIVE,<RL,
BTX/2009/0118,Holy Island-Ross Links,B001O,Berwick upon Tweed BC,NU12333958,Ross Links,2009-01-13,2009-01-14,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0119,Poole,B054P,Poole BC,SY99448968,Hamworthy,2009-01-13,2009-01-14,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0120,Plymouth,B32AD,Plymouth PHA,SX41875721,East of Ajax,2009-01-13,2009-01-14,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0121,Lune,B066G,Wyre BC,SD34004870,Knott Spit,2009-01-13,2009-01-14,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0122,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,2009-01-13,2009-01-14,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0123,The Wash,B003D,Boston BC,TF44403720,Maretail,2009-01-13,2009-01-14,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0124,The Wash,B003L,Boston BC,TF47604700,Wrangle,2009-01-13,2009-01-14,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2009/0125,North Kent Coast,B17BD,Thanet DC,TR27406970,Minnis Bay,2009-01-13,2009-01-14,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2009/0126,The Solent,B024Q,Portsmouth PHA,SZ63499696,Spit Bank,2009-01-13,2009-01-14,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0127,Portsmouth Harbour,B020B,Portsmouth PHA,SU60290411,Peewit Island W,2009-01-13,2009-01-14,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0128,Langstone Harbour,B019A,Portsmouth PHA,SU70600391,Main Channel,2009-01-13,2009-01-14,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0129,West Mersea,B013D,Colchester BC,TL99101260,Salcott,2009-01-13,2009-01-14,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0130,West Mersea,B013L,Colchester BC,TM04521160,Mersea Shore,2009-01-13,2009-01-14,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0131,West Mersea,B013H,Colchester BC,TL99941328,Strood Channel,2009-01-13,2009-01-14,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0132,Lymington River,B24AF,New Forest DC,SZ34809375,No 3 Post,2009-01-13,2009-01-14,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0133,Roach,B073C,London PHA,TQ95699247,Paglesham Reach,2009-01-13,2009-01-14,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0134,Blackwater,B014D,Maldon DC,TL92500770,Goldhanger,2009-01-13,2009-01-14,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0135,Medina,B063E,Isle of Wight Council,SZ51209680,Castle Point,2009-01-13,2009-01-14,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0136,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm,2009-01-14,2009-01-14,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0149,Blackwater,B014H,Maldon DC,TM05000000,Ray Sands,2009-01-14,2009-01-15,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0150,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2009-01-14,2009-01-15,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0151,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2009-01-14,2009-01-15,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0152,Ribble,B046C,West Lancashire DC,SD32802590,Point 31,2009-01-14,2009-01-15,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0153,Colwyn Bay,B069A,Conwy CBC,SH83208150,Rhos on Sea,2009-01-13,2009-01-15,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0158,Lune,B066A,Lancaster CC,SD42305430,Plover Scar,2009-01-15,2009-01-16,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0159,Beaulieu,B023B,New Forest DC,SZ42729773,Needs Ore,2009-01-15,2009-01-16,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0180,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD18507060,Cocken Tunnel,2009-01-19,2009-01-20,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0181,Morecambe Bay - Barrow,B077D,Barrow-in-Furness BC,SD23306470,Roa Island,2009-01-19,2009-01-20,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0182,Fal,B033Z,Falmouth and Truro PHA,SW84093878,T Pontoon,2009-01-19,2009-01-20,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0183,Fal,B033Y,Falmouth and Truro PHA,SW85024095,R Pontoon/Tregothnan,2009-01-19,2009-01-20,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0184,Fal,B033P,Falmouth and Truro PHA,SW83883621,East Bank,2009-01-19,2009-01-20,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0185,Chichester Harbour,B018E,Havant BC,SU74600050,Mill Rythe,2009-01-19,2009-01-20,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0186,Chichester Harbour,B018C,Chichester DC,SU78400160,Chichester Channel,2009-01-19,2009-01-20,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0187,Butley,B009A,Suffolk Coastal DC,TM39704870,Butley Creek,2009-01-19,2009-01-20,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0203,Conwy,B044H,Conwy CBC,SH76107970,Morfa,2009-01-20,2009-01-21,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0204,Swale,B076A,Swale BC,TQ97006640,River Swale #1,2009-01-20,2009-01-21,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0205,Liverpool Bay - Wirral,B058D,Mersey PHA,SJ25009200,Leasowe Lighthouse,2009-01-20,2009-01-21,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0206,Walton Backwaters,B011G,Tendring DC ,TM22142478,Kirby Creek,2009-01-20,2009-01-21,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0232,Start Bay,B087C,South Hams DC,SX82634290,Slapton Sands 2,2009-01-21,2009-01-23,Surf Clams,,,ND,,NEGATIVE,<RL,
BTX/2009/0238,Milford Haven,B39CM,Pembrokeshire CC,SN01000620,Lawrenny Quay,2009-01-26,2009-01-27,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0239,Milford Haven,B39AF,Pembrokeshire CC,SM89400210,Roscrowther/Kilpaison,2009-01-26,2009-01-27,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2009/0240,Milford Haven,B039H,Pembrokeshire CC,SN00100860,Coedcanlas Spit,2009-01-26,2009-01-27,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0241,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2009-01-26,2009-01-27,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0242,Stour Estuary,B061A,Thanet DC,TR35806340,Pegwell Bay,2009-01-26,2009-01-27,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2009/0243,Camel,B035J,North Cornwall DC,SW92517775,Trebetherick Rocks,2009-01-26,2009-01-27,Mussels,Not tested,,,,Not tested,Not tested,Sample too close to last sent in error
BTX/2009/0244,Helford,B034A,Falmouth and Truro PHA,SW75282664,Calamansack Bar,2009-01-26,2009-01-27,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0245,Taw/Torridge,B036F,North Devon DC,SS47303210,Cool Stone - Instow,2009-01-26,2009-01-27,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0246,Swansea,B037I,City and Council of Swansea,SS62908930,Swansea Bay S,2009-01-26,2009-01-27,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0247,Taw/Torridge,B036N,Torridge DC,SS46603050,Appledore Lifeboat Slipway,2009-01-26,2009-01-27,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0248,Portland,B25AA,Weymouth PHA,SY69317746,Lyme Bay Shellfish,2009-01-27,2009-01-28,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0285,The Wash,B004O,Kings Lynn & W Norfolk BC,TF65803700,Heacham South,2009-01-27,2009-01-28,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2009/0286,Alde/Ore,B008D,Suffolk Coastal DC,TM46055446,Home Reach,2009-01-26,2009-01-28,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0287,Silloth,B059H,Allerdale DC,NY11005430,Silloth,2009-01-27,2009-01-28,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0288,Menai Strait East,B055N,Gwynedd CC,SH59007370,Bangor,2009-01-26,2009-01-28,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0289,Menai Strait West,B042F,Gwynedd CC,SH49906587,Llanfairisgaer,2009-01-25,2009-01-28,Mussels,NG,,,,Insufficient,<RL,Follow up flesh sample requested
BTX/2009/0330,Conwy,B044H,Conwy CBC,SH76107970,Morfa,2009-02-02,2009-02-03,Mussels,Unsuitable,,,Unsuitable,,Unsuitable,Additional flesh sample requested
BTX/2009/0331,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre,2009-02-02,2009-02-03,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0332,Blackwater,B014D,Maldon DC,TL92500770,Goldhanger,2009-02-02,2009-02-03,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0333,Bigbury and Avon,B030B,South Hams DC,SX67174481,West Bank,2009-02-02,2009-02-03,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0335,Blackwater,B014H,Maldon DC,TM05000000,Ray Sands,2009-02-03,2009-02-04,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0336,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2009-02-03,2009-02-04,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0337,Liverpool Bay - Wirral,B058D,Mersey PHA,SJ25009200,Leasowe Lighthouse,2009-02-03,2009-02-04,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0360,Conwy,B044H,Conwy CBC,SH76107970,Morfa,2009-02-04,2009-02-05,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0376,Swale,B076A,Swale BC,TQ97006640,River Swale #1,2009-02-05,2009-02-06,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0399,Camel,B035J,North Cornwall DC,SW92517775,Trebetherick Rocks,2009-02-09,2009-02-10,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0400,Yealm,B031F,Plymouth PHA,SX54104883,Thorn,2009-02-09,2009-02-10,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0401,Exe,B26AT,East Devon DC,SX99698050,Beacon Point,2009-02-09,2009-02-10,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0402,Lyme Bay,B090K,East Devon DC,SY12068682,Chit Rocks,2009-02-09,2009-02-10,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0403,Blakeney,B006N,North Norfolk DC,TF91804550,Wells Beacon,2009-02-09,2009-02-10,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0404,Milford Haven,B039H,Pembrokeshire CC,SN00100860,Coedcanlas Spit,2009-02-09,2009-02-10,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0405,Milford Haven,B39CM,Pembrokeshire CC,SN01000620,Lawrenny Quay,2009-02-09,2009-02-10,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0406,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,2009-02-09,2009-02-10,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0407,The Wash,B004H,Kings Lynn & W Norfolk BC,TF52102890,Breast Sand,2009-02-09,2009-02-10,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2009/0408,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2009-02-09,2009-02-10,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2009/0409,Three Rivers,B071E,Carmarthenshire CC,SN35700730,St Ishmaels,2009-02-09,2009-02-10,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0410,Langstone Harbour,B019A,Portsmouth PHA,SU70600391,Main Channel,2009-02-09,2009-02-10,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0411,Portsmouth Harbour,B020B,Portsmouth PHA,SU60290411,Peewit Island W,2009-02-09,2009-02-10,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0412,The Solent,B024Q,Portsmouth PHA,SZ63499696,Spit Bank,2009-02-09,2009-02-10,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0413,Chichester Harbour,B018C,Chichester DC,SU78400160,Chichester Channel,2009-02-09,2009-02-10,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0414,Chichester Harbour,B018E,Havant BC,SU74600050,Mill Rythe,2009-02-09,2009-02-10,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0415,Medina,B063E,Isle of Wight Council,SZ51209680,Castle Point,2009-02-09,2009-02-10,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0416,The Solent,B024A,Isle of Wight Council,SZ53009630,Osborne Bay,2009-02-09,2009-02-10,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0417,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2009-02-09,2009-02-10,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0418,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm,2009-02-10,2009-02-10,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0445,Porthallow Cove,B34AA,Falmouth and Truro PHA,SW80212383,Porthallow Cove North,2009-02-10,2009-02-11,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0446,Plymouth,B32AD,Plymouth PHA,SX41875721,East of Ajax,2009-02-10,2009-02-11,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0447,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2009-02-09,2009-02-11,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0448,Helford,B034A,Falmouth and Truro PHA,SW75282664,Calamansack Bar,2009-02-10,2009-02-11,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/0449,The Wash,B004O,Kings Lynn & W Norfolk BC,TF65803700,Heacham South,2009-02-10,2009-02-11,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2009/0450,Milford Haven,B39AF,Pembrokeshire CC,SM89400210,Roscrowther/Kilpaison,2009-02-10,2009-02-11,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2009/0451,Start Bay,B087C,South Hams DC,SX82634290,Slapton Sands 2,2009-02-10,2009-02-11,Surf Clams,,,NG,,NEGATIVE,<RL,
BTX/2009/0461,Swansea,B037I,City and Council of Swansea,SS62908930,Swansea Bay S,2009-02-10,2009-02-12,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/0462,The Wash,B003D,Boston BC,TF44403720,Maretail,2009-02-11,2009-02-12,Mussels,NG,,,,NEGATIVE,<RL,
