SampleNumber,ProductionArea,BedId,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,DateSampleArrivedAtWeymouth,SpeciesSampled,PSP_HPLCScreenResult_Detected_ND,PSP_HPLCSemiquantResult,PSP_HPLCResultHighValueCalculatedFromMU,TotalOA_DTXs_PTXsHighValueCalculatedFromMU,TotalAZAsHighValueCalculatedFromMU,TotalYTXsHighValueCalculatedFromMU,ASP,ActionRequired
BTX/2015/2662,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2015-08-24,2015-08-25,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2692,Conwy,B044H,Conwy CBC,SH76107970,Morfa ,2015-08-25,2015-08-26,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2693,Dart,B028B,South Hams DC,SX87415599,Waddeton ,2015-08-25,2015-08-26,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2694,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2015-08-25,2015-08-26,Mussels,Unsuitable,,,Unsuitable,Unsuitable,Unsuitable,Unsuitable,Additional flesh sample requested
BTX/2015/2695,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2015-08-25,2015-08-26,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2696,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2015-08-25,2015-08-26,Mussels,ND,,,216,<RL,<RL,<LOQ,Additional flesh and water samples requested
BTX/2015/2712,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2015-08-26,2015-08-27,Mussels,ND,,,59,<RL,<RL,1,
BTX/2015/2713,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2015-08-26,2015-08-27,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2714,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2015-08-26,2015-08-27,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2715,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2015-08-26,2015-08-27,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2718,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2015-08-27,2015-08-28,Mussels,Unsuitable,,,Unsuitable,Unsuitable,Unsuitable,Unsuitable,Additonal flesh sample requested
BTX/2015/2719,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2015-08-27,2015-08-28,Mussels,ND,,,339,<RL,<RL,<LOQ,Additional flesh and water samples requested
BTX/2015/2720,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2015-08-27,2015-08-28,Mussels,ND,,,484,136,<RL,<LOQ,Additional flesh and water samples requested
BTX/2015/2766,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2015-08-31,2015-09-02,Pacific oysters,ND,,,37,<RL,<RL,2.8,
BTX/2015/2767,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2015-09-01,2015-09-02,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2768,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2015-09-01,2015-09-02,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2769,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2015-09-01,2015-09-02,Mussels,ND,,,59,<RL,<RL,<LOQ,
BTX/2015/2770,Porlock,B094A,West Somerset Council,SS87144783,Porlock Beach,2015-09-01,2015-09-02,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2771,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2015-09-01,2015-09-02,Mussels,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX/2015/2772,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2015-09-01,2015-09-02,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2773,The Thames,B16CM,London PHA,TR06779599,Crouch Approach,2015-09-01,2015-09-02,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2774,The Thames,B16CN,London PHA,TR00508769,East of Havengore Creek,2015-09-01,2015-09-02,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2798,Silloth,B059N,Allerdale BC,NY07574704,Mawbray,2015-09-01,2015-09-03,Mussels,Not Tested,,,Not Tested,Not Tested,Not Tested,Not Tested,
BTX/2015/2799,Duddon,B052E,Barrow-in-Furness BC,SD17067656,Duddon Channel Upstream End,2015-09-02,2015-09-03,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2800,Ribble,B046C,West Lancashire DC,SD32802590,Point 31,2015-09-02,2015-09-03,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2801,West Mersea,B13AA,Colchester BC,TM02991216,West Mersea Outfall,2015-09-02,2015-09-03,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2802,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats ,2015-09-02,2015-09-03,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2803,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2015-09-02,2015-09-03,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2804,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,2015-09-02,2015-09-03,Surf clams,ND,,,<RL,<RL,<RL,4,
BTX/2015/2805,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2015-09-02,2015-09-03,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2806,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2015-09-02,2015-09-03,Mussels,ND,,,15,<RL,<RL,<LOQ,
BTX/2015/2808,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2015-09-03,2015-09-04,Mussels,Detected,<400,,40,<RL,<RL,<LOQ,
BTX/2015/2809,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2015-09-03,2015-09-04,Mussels,ND,,,378,99,<RL,<LOQ,Additional flesh and water samples requested
BTX/2015/2810,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2015-09-03,2015-09-04,Mussels,Detected,<400,,30,<RL,<RL,<LOQ,
BTX/2015/2837,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar ,2015-09-07,2015-09-08,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2838,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2015-09-07,2015-09-08,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2839,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,2015-09-07,2015-09-08,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2840,Percuil,B033R,Cornwall PHA,SW85853369,Percuil ,2015-09-07,2015-09-08,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2841,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2015-09-07,2015-09-08,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2842,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2015-09-07,2015-09-08,Mussels,ND,,,103,<RL,<RL,<LOQ,Additional flesh and water sample requested
BTX/2015/2873,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2015-09-08,2015-09-09,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2874,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2015-09-08,2015-09-09,Pacific oysters,ND,,,103,<RL,<RL,<LOQ,Additional flesh and water samples requested
BTX/2015/2875,Dee,B45AG,Wirral BC,SJ21468468,West Kirby,2015-09-08,2015-09-09,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2876,West Mersea,B13AG,Colchester BC,TL97341342,Salcott Pacifics,2015-09-08,2015-09-09,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2891,Colne,B012F,Colchester BC,TM06181603,Pyefleet Spit,2015-09-09,2015-09-10,Pacific Oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2892,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2015-09-09,2015-09-10,Mussels,ND,,,16,<RL,<RL,<LOQ,
BTX/2015/2893,Roach,B73AF,London PHA,TQ94909207,Paglesham,2015-09-09,2015-09-10,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2894,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2015-09-09,2015-09-10,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2897,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2015-09-10,2015-09-11,Mussels,ND,,,383,148,<RL,<LOQ,Additional flesh and water samples requested
BTX/2015/2898,Menai Strait - East,B055S,Gwynedd CC,SH58334732,West of Bangor Pier,2015-09-09,2015-09-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2899,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2015-09-09,2015-09-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2921,North Kent Coast,B17BS,Canterbury CC,TR10296690,WOCO Westbeach,2015-09-14,2015-09-15,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2922,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2015-09-14,2015-09-15,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2923,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2015-09-14,2015-09-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2924,The Wash,B003V,Boston BC,TF44234098,Toft,2015-09-14,2015-09-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2925,Blakeney,B006R,North Norfolk DC,TF91814545,Wells - The Pool,2015-09-14,2015-09-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2926,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2015-09-14,2015-09-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2927,Dart,B028B,South Hams DC,SX87415599,Waddeton ,2015-09-14,2015-09-15,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2928,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2015-09-14,2015-09-15,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2929,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2015-09-14,2015-09-15,Mussels,ND,,,19,<RL,<RL,<LOQ,
BTX/2015/2930,Porlock,B094A,West Somerset Council,SS87144783,Porlock Beach,2015-09-14,2015-09-15,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2931,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,2015-09-15,2015-09-15,Pacific oysters,ND,,,<RL,<RL,<RL,1,
BTX/2015/2979,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2015-09-15,2015-09-16,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2980,Dee,B45AB,Flintshire CC,SJ1736080364,Salisbury,2015-09-15,2015-09-16,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2981,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2015-09-15,2015-09-16,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2982,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2015-09-15,2015-09-16,Mussels,ND,,,91,<RL,<RL,<LOQ,Additional flesh and water samples requested
BTX/2015/2983,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2015-09-15,2015-09-16,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2984,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2015-09-14,2015-09-16,Pacific oysters,ND,,,29,<RL,<RL,<LOQ,
BTX/2015/2985,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2015-09-15,2015-09-16,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2986,Portsmouth Harbour,B020I,Portsmouth PHA,SU64920435,Tipner Bridge,2015-09-15,2015-09-16,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2987,Burry Inlet,B038L,City and Council of Swansea,SS4425695519,Whitford Point ,2015-09-15,2015-09-16,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2988,Burry Inlet,B038I,City and Council of Swansea,SS5113995645,South East 4,2015-09-15,2015-09-16,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/2989,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2015-09-15,2015-09-16,Mussels,ND,,,44,<RL,<RL,<LOQ,Additional flesh and water samples requested
BTX/2015/3008,Morecambe Bay - Roosebeck,B48AX,Barrow-in-Furness BC,SD25996647,Roosebeck North,2015-09-16,2015-09-17,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3009,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,2015-09-16,2015-09-17,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3010,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2015-09-16,2015-09-17,Mussels,ND,,,517,251,<RL,<LOQ,Additional flesh and water samples requested
BTX/2015/3011,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2015-09-16,2015-09-17,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3012,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2015-09-16,2015-09-17,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3013,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2015-09-15,2015-09-17,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3014,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre ,2015-09-16,2015-09-17,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3042,Swale,B076P,Swale BC,TR01316497,The Causeway,2015-09-21,2015-09-22,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3043,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2015-09-21,2015-09-22,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3044,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2015-09-21,2015-09-22,Mussels,ND,,,113,<RL,<RL,<LOQ,
BTX/2015/3045,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2015-09-21,2015-09-22,Mussels,ND,,,85,<RL,<RL,<LOQ,
BTX/2015/3047,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,2015-09-22,2015-09-22,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3075,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2015-09-22,2015-09-23,Mussels,ND,,,324,34,<RL,<LOQ,Additional flesh and water samples requested
BTX/2015/3076,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2015-09-22,2015-09-23,Mussels,ND,,,65,<RL,<RL,<LOQ,
BTX/2015/3077,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2015-09-22,2015-09-23,Mussels,ND,,,578,188,<RL,<LOQ,Additional flesh and water samples requested
BTX/2015/3078,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2015-09-22,2015-09-23,Mussels,ND,,,60,<RL,<RL,<LOQ,
BTX/2015/3079,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2015-09-22,2015-09-23,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3101,Conwy,B044H,Conwy CBC,SH76107970,Morfa ,2015-09-23,2015-09-24,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3102,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2015-09-23,2015-09-24,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3118,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2015-09-28,2015-09-29,Pacific oysters,ND,,,24,<RL,<RL,<LOQ,
BTX/2015/3119,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2015-09-28,2015-09-29,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3162,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2015-09-28,2015-09-30,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3163,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2015-09-28,2015-09-30,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3164,Walton Backwaters,B011R,Tendring DC,TM22142478,Kirby Creek ,2015-09-29,2015-09-30,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3180,Chichester Harbour,B018P,Chichester DC,SU77760479,Hambrook,2015-09-30,2015-10-01,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3181,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2015-09-30,2015-10-01,Mussels,ND,,,308,57,<RL,<LOQ,Additonal flesh and water samples requested
BTX/2015/3182,Menai Strait - East,B055S,Gwynedd CC,SH57587302,West of Bangor Pier,2015-09-29,2015-10-01,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3183,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2015-09-30,2015-10-01,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3189,West Mersea,B13AA,Colchester BC,TM02991215,West Mersea Outfall,2015-10-01,2015-10-02,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3190,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2015-10-01,2015-10-02,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3191,Lune,B066Z,Wyre BC,SD34194862,Knott Spit,2015-10-01,2015-10-02,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3224,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier ,2015-10-05,2015-10-06,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3225,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2015-10-05,2015-10-06,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3226,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2015-10-05,2015-10-06,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3258,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar ,2015-10-06,2015-10-07,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3259,Percuil,B033R,Cornwall PHA,SW85853369,Percuil ,2015-10-06,2015-10-07,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3260,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2015-10-06,2015-10-07,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3261,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats ,2015-10-06,2015-10-07,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3262,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2015-10-06,2015-10-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3263,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2015-10-06,2015-10-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3264,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2015-10-06,2015-10-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3277,West Mersea,B13AG,Colchester BC,TL97341340,Salcott Pacifics,2015-10-07,2015-10-08,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3278,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2015-10-07,2015-10-08,Mussels,ND,,,134,<RL,<RL,<LOQ,Additional flesh and water samples requested
BTX/2015/3279,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2015-10-07,2015-10-08,Mussels,ND,,,26,<RL,<RL,<LOQ,
BTX/2015/3280,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2015-10-07,2015-10-08,Mussels,ND,,,225,56,<RL,<LOQ,Additional flesh and water samples requested
BTX/2015/3281,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2015-10-07,2015-10-08,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3282,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2015-10-05,2015-10-08,Mussels,ND,,,27,<RL,<RL,<LOQ,
BTX/2015/3283,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2015-10-07,2015-10-08,Mussels,ND,,,36,<RL,<RL,<LOQ,
BTX/2015/3286,Colne,B012F,Colchester BC,TM06181603,Pyefleet Spit,2015-10-08,2015-10-09,Pacific Oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3287,Roach,B73AF,London PHA,TQ94909207,Paglesham,2015-10-08,2015-10-09,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3318,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2015-10-12,2015-10-13,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3319,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2015-10-12,2015-10-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3320,Burry Inlet,B038L,City and Council of Swansea,SS4425695519,Whitford Point ,2015-10-12,2015-10-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3321,Burry Inlet,B038I,City and Council of Swansea,SS5113995645,South East 4,2015-10-12,2015-10-13,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3326,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,2015-10-13,2015-10-13,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3356,Blakeney,B006R,North Norfolk DC,TF91814545,Wells - The Pool,2015-10-13,2015-10-14,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3357,North Kent Coast,B17BS,Canterbury CC,TR10296690,WOCO Westbeach,2015-10-13,2015-10-14,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3358,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2015-10-13,2015-10-14,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3359,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2015-10-13,2015-10-14,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3360,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2015-10-13,2015-10-14,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3361,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2015-10-13,2015-10-14,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3362,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2015-10-13,2015-10-14,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3363,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2015-10-13,2015-10-14,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3386,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2015-10-14,2015-10-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3387,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2015-10-14,2015-10-15,Mussels,ND,,,211,45,<RL,<LOQ,Additional flesh and water samples requested
BTX/2015/3388,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2015-10-14,2015-10-15,Mussels,ND,,,226,116,<RL,<LOQ,Additional flesh and water samples requested
BTX/2015/3389,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2015-10-14,2015-10-15,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3390,Portsmouth Harbour,B020I,Portsmouth PHA,SU64080370,Tipner Bridge,2015-10-14,2015-10-15,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3391,Dart,B028B,South Hams DC,SX87415599,Waddeton ,2015-10-14,2015-10-15,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3392,Walton Backwaters,B011R,Tendring DC,TM22142478,Kirby Creek ,2015-10-14,2015-10-15,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3393,Porlock,B094A,West Somerset Council,SS87144783,Porlock Beach,2015-10-14,2015-10-15,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3394,Lune,B066Y,Wyre BC,SD34504760,Sea Centre South,2015-10-15,2015-10-16,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3422,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2015-10-18,2015-10-20,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3423,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2015-10-18,2015-10-20,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3424,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2015-10-19,2015-10-20,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3425,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2015-10-19,2015-10-20,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3446,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,2015-10-20,2015-10-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3447,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2015-10-19,2015-10-21,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3448,Swale,B076P,Swale BC,TR01316497,The Causeway,2015-10-20,2015-10-21,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3449,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre ,2015-10-20,2015-10-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3450,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2015-10-20,2015-10-21,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/3451,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2015-10-19,2015-10-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
