SampleNumber,ProductionArea,BedId,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,DateSampleArrivedAtWeymouth,SpeciesSampled,PSP_HPLCScreenResult_Detected_ND,PSP_HPLCResultHighValueCalculatedFromMU,TotalOA_DTXs_PTXsHighValueCalculatedFromMU,TotalAZAsHighValueCalculatedFromMU,TotalYTXsHighValueCalculatedFromMU,ASP,ActionRequired
BTX/2012/2203,West Mersea,B013H,Colchester BC,TL99941328,Strood Channel,2012-07-18,2012-07-19,Pacific oysters,ND,,,,,,
BTX/2012/2204,The Thames,B16AF,London PHA,TR12929919,Foulness Sands,2012-07-18,2012-07-19,Cockles,ND,,,,,,
BTX/2012/2205,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2012-07-18,2012-07-19,Cockles,ND,,,,,,
BTX/2012/2206,The Thames,B16AK,London PHA,TR01198614,Maplin Sands West,2012-07-18,2012-07-19,Cockles,Not Tested,,,,,,
BTX/2012/2207,Yealm,B031L,Plymouth PHA,SX54224904,Thorn,2012-07-18,2012-07-19,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2208,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,2012-07-18,2012-07-19,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2209,Burry Inlet,B038T,City and Council of Swansea,SS44409730,Whitford Point,2012-07-18,2012-07-19,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2210,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point ,2012-07-18,2012-07-19,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2213,Dart,B028F,South Hams DC,SX87415599,Waddeton ,2012-07-19,2012-07-20,Mussels,Detected,<RL,<RL,<RL,<RL,<LOQ,
BTX/2012/2214,North Kent Coast,B17AM,Canterbury CC,TR0821265394,Pollard,2012-07-19,2012-07-20,Pacific oysters,Detected,<RL,<RL,<RL,<RL,<LOQ,
BTX/2012/2233,Three Rivers,B071D,Carmarthenshire CC,SN33200860,Ginst Point - West,2012-07-23,2012-07-24,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2234,Burry Inlet,B038B,Carmarthenshire CC,SS47959886,North (West),2012-07-23,2012-07-24,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2235,Fal,B033Y,Cornwall PHA,SW85024095,R Pontoon/Tregothnan ,2012-07-23,2012-07-24,Mussels,Detected,<RL,,,,,
BTX/2012/2236,Dee,B045S,Flintshire CC,SJ17648100,Salisbury Bank,2012-07-23,2012-07-24,Cockles,ND,,<RL,<RL,<RL,1.5,
BTX/2012/2237,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2012-07-23,2012-07-24,Pacific oysters,ND,,,,,,
BTX/2012/2238,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre ,2012-07-23,2012-07-24,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2239,Milford Haven,B39CM,Pembrokeshire CC,SN01060614,Lawrenny Quay,2012-07-22,2012-07-24,Mussels,Detected,<RL,,,,,
BTX/2012/2240,Milford Haven,B39CO,Pembrokeshire CC,SM88770325,Sawdern Point,2012-07-22,2012-07-24,Mussels,ND,,,,,,
BTX/2012/2241,Milford Haven,B039H,Pembrokeshire CC,SN00100860,Coedcanlas Spit,2012-07-22,2012-07-24,Mussels,ND,,,,,,
BTX/2012/2242,Plymouth,B32AK,Plymouth PHA,SX38395256,Whitsand Razors West,2012-07-23,2012-07-24,Razors,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2243,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2012-07-23,2012-07-24,Pacific oysters,Detected,<RL,,,,,
BTX/2012/2245,Portland,B025A,Weymouth PHA,SY6648376290,Fleet Oyster Farm ,2012-07-24,2012-07-24,Pacific oysters,ND,,,,,,
BTX/2012/2274,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD185706,Cocken Tunnel,2012-07-24,2012-07-25,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2275,Morecambe Bay - Barrow,B077D,Barrow-in-Furness BC,SD233647,Roa Island,2012-07-24,2012-07-25,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2276,St Ives Bay,B088G,Cornwall PHA,SW54323928,St Ives Central,2012-07-24,2012-07-25,Razors,ND,,,,,,
BTX/2012/2278,Menai Strait - East,B055D,Gwynedd CC,SH57587302,Bangor ,2012-07-23,2012-07-25,Mussels,ND,,,,,,
BTX/2012/2279,Menai Strait - West,B042F,Gwynedd CC,SH49906587,Llanfairisgaer,2012-07-23,2012-07-25,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2280,Lune,B066A,Lancaster CC,SD42305430,Plover Scar,2012-07-24,2012-07-25,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2281,Crouch,B015M,Maldon DC,TQ892973,Althorne Creek,2012-07-24,2012-07-25,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2282,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2012-07-24,2012-07-25,Mussels,ND,,,,,,
BTX/2012/2283,Swale,B076A,Swale BC,TQ97006640,Swale BC/1 ,2012-07-24,2012-07-25,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2301,Blackwater,B014H,Maldon DC,TM050000,Ray Sands ,2012-07-25,2012-07-26,Mussels,ND ,,<RL,<RL,<RL,<LOQ,
BTX/2012/2327,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2012-07-30,2012-07-31,Pacific oysters,Detected,<RL,,,,,
BTX/2012/2328,Plymouth,B32AK,Plymouth PHA,SX38395256,Whitsand Razors West,2012-07-30,2012-07-31,Razors,,,,,,<LOQ,
BTX/2012/2353,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2012-07-31,2012-08-01,Mussels,,,<RL,<RL,<RL,<LOQ,
BTX/2012/2354,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2012-07-31,2012-08-01,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2355,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2012-07-31,2012-08-01,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2356,Fal,B033Y,Cornwall PHA,SW85024095,R Pontoon/Tregothnan ,2012-07-31,2012-08-01,Mussels,ND,,,,,<LOQ,
BTX/2012/2357,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2012-07-31,2012-08-01,Native oysters,,,,,,<LOQ,
BTX/2012/2358,Three Rivers,B071E,Carmarthenshire CC,SN357073,St Ishmaels ,2012-07-31,2012-08-01,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2359,Burry Inlet,B038B,Carmarthenshire CC,SS47959886,North (West),2012-07-31,2012-08-01,Cockles,,,<RL,<RL,<RL,,
BTX/2012/2360,Three Rivers,B071B,Carmarthenshire CC,SN343092,Wharley Point,2012-07-31,2012-08-01,Cockles,Not Tested,,Not Tested,Not Tested,Not Tested,Not Tested,
BTX/2012/2361,The Thames,B16AK,London PHA,TR01198614,Maplin Sands West,2012-07-31,2012-08-01,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2362,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2012-07-31,2012-08-01,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2363,The Thames,B16AF,London PHA,TR12929919,Foulness Sands,2012-07-31,2012-08-01,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2364,Bigbury and Avon,B030B,South Hams DC,SX67174481,West Bank,2012-07-31,2012-08-01,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2380,Swansea,B037I,City and Council of Swansea,SS62908930,Swansea Bay S ,2012-08-01,2012-08-02,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2384,Dart,B028F,South Hams DC,SX87415599,Waddeton ,2012-08-02,2012-08-03,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2385,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2012-08-02,2012-08-03,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2404,West Mersea,B013U,Colchester BC,TM03021211,Mersea Flats,2012-08-06,2012-08-07,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2405,Fal,B033Z,Cornwall PHA,SW84073879,T Pontoon,2012-08-06,2012-08-07,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2406,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2012-08-06,2012-08-07,Native oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2407,Fal,B033Y,Cornwall PHA,SW85024095,R Pontoon/Tregothnan ,2012-08-06,2012-08-07,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2408,Exe,B26AT,East Devon DC,SX99698050,Beacon Point,2012-08-06,2012-08-07,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2409,The Wash,B003D,Boston BC,TF44403720,Maretail,2012-08-06,2012-08-07,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2410,The Wash,B003L,Boston BC,TF47604700,Wrangle,2012-08-06,2012-08-07,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2411,The Wash,B004H,Kings Lynn & West Norfolk BC,TF52102890,Breast Sand,2012-08-06,2012-08-07,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2412,Ribble,B046C,West Lancashire DC,SD32802590,Point 31,2012-08-06,2012-08-07,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2413,Blackwater,B014D,Maldon DC,TL925077,Goldhanger ,2012-08-06,2012-08-07,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2414,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2012-08-06,2012-08-07,Pacific oysters,ND,,<RL,42,<RL,<LOQ,
BTX/2012/2415,Milford Haven,B39CO,Pembrokeshire CC,SM88770325,Sawdern Point,2012-08-05,2012-08-07,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2416,Southampton Water,B021U,Southampton PHA,SU44640845,Near Netley Castle,2012-08-06,2012-08-07,Manila clams,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2442,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2012-08-07,2012-08-08,Mussels,ND,,,,,,
BTX/2012/2443,Menai Strait - East,B055D,Gwynedd CC,SH57587302,Bangor ,2012-08-07,2012-08-08,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2444,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre ,2012-08-07,2012-08-08,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2445,Blackwater,B014H,Maldon DC,TM050000,Ray Sands ,2012-08-07,2012-08-08,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2446,Milford Haven,B39CM,Pembrokeshire CC,SN010062,Lawrenny Quay,2012-08-06,2012-08-08,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2447,Milford Haven,B039H,Pembrokeshire CC,SN001086,Coedcanlas Spit,2012-08-06,2012-08-08,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2448,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2012-08-07,2012-08-08,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2449,Butley,B009A,Suffolk Coastal DC,TM39704870,Butley Creek ,2012-08-07,2012-08-08,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2472,Morecambe Bay - Barrow,B077D,Barrow-in-Furness BC,SD233647,Roa Island,2012-08-08,2012-08-09,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2473,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD185706,Cocken Tunnel,2012-08-08,2012-08-09,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2474,Lune,B066A,Lancaster CC,SD42305430,Plover Scar,2012-08-08,2012-08-09,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2475,The Thames,B16AK,London PHA,TR01198614,Maplin Sands West,2012-08-07,2012-08-09,Cockles,ND,,,,,,
BTX/2012/2476,Crouch,B015M,Maldon DC,TQ892973,Althorne Creek,2012-08-08,2012-08-09,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2477,Lune,B066G,Wyre BC,SD34004870,Knott Spit ,2012-08-08,2012-08-09,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2478,Swale,B076A,Swale BC,TQ97006640,Swale BC/1 ,2012-08-08,2012-08-09,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2519,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2012-08-14,2012-08-15,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2520,Fal,B33BD,Cornwall PHA,SW84093949,TrelissickPontoon,2012-08-14,2012-08-15,Mussels,Detected,<RL,,,,,
BTX/2012/2521,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2012-08-14,2012-08-15,Mussels,ND,,,,,,
BTX/2012/2522,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2012-08-14,2012-08-15,Mussels,Detected,<RL,,,,,
BTX/2012/2523,Plymouth,B32AK,Plymouth PHA,SX38395256,Whitsand Razors West,2012-08-14,2012-08-15,Razors,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2524,Deben,B010L,Suffolk Coastal DC,TM29834380,Girlings Hard,2012-08-14,2012-08-15,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2525,Exe,B026E,Teignbridge DC,SX97808090,Pool,2012-08-14,2012-08-15,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2526,Teign,B027G,Teignbridge DC,SX92737273,Gas Works ,2012-08-14,2012-08-15,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2527,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2012-08-14,2012-08-15,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2528,Southampton Water,B021U,Southampton PHA,SU44640845,Near Netley Castle,2012-08-14,2012-08-15,Manila clams,,,<RL,<RL,<RL,,
BTX/2012/2529,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2012-08-14,2012-08-15,Pacific Oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2530,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm ,2012-08-15,2012-08-15,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2552,Yealm,B031L,Plymouth PHA,SX54224904,Thorn,2012-08-15,2012-08-16,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2553,Taw/Torridge,B036N,Torridge DC,SS45953106,Appledore Lifeboat Slipway ,2012-08-15,2012-08-16,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2554,Taw/Torridge,B036F,North Devon DC,SS47403210,Cool Stone - Instow ,2012-08-15,2012-08-16,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2555,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point ,2012-08-15,2012-08-16,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2556,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,2012-08-15,2012-08-16,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2557,Burry Inlet,B038T,City and Council of Swansea,SS44409730,Whitford Point,2012-08-15,2012-08-16,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2558,Bigbury and Avon,B030B,South Hams DC,SX67174481,West Bank,2012-08-15,2012-08-16,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2559,Roach,B073C,London PHA,TQ95699247,Paglesham Reach ,2012-08-15,2012-08-16,Native oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2560,West Mersea,B013D,Colchester BC,TL99101260,Salcott ,2012-08-15,2012-08-16,Native oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2566,Portland,B25AA,Weymouth PHA,SY69317746,Lyme Bay Shellfish,2012-08-20,2012-08-20,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2585,Camel,B035X,Cornwall CC,SW93427533,Porthilly Cove,2012-08-20,2012-08-21,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2586,Milford Haven,B39CM,Pembrokeshire CC,SN010062,Lawrenny Quay,2102-08-19,2012-08-21,Mussels,ND,,,,,,
BTX/2012/2587,Milford Haven,B039H,Pembrokeshire CC,SN001086,Coedcanlas Spit,2012-08-19,2012-08-21,Mussels,ND,,,,,,
BTX/2012/2588,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2012-08-20,2012-08-21,Pacific oysters,ND,,,,,,
BTX/2012/2589,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2012-08-20,2012-08-21,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2590,The Thames,B16AF,London PHA,TR12929919,Foulness Sands,2012-08-20,2012-08-21,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2591,The Thames,B16AK,London PHA,TR01198614,Maplin Sands West,2012-08-20,2012-08-21,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2592,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2012-08-20,2012-08-21,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2593,Menai Strait - East,B055D,Gwynedd CC,SH57587302,Bangor ,2012-08-19,2012-08-21,Mussels,ND,,,,,,
BTX/2012/2594,Menai Strait - West,B042F,Gwynedd CC,SH49906587,Llanfairisgaer,2012-08-19,2012-08-21,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2595,Three Rivers,B071D,Carmarthenshire CC,SN332086,Ginst Point - West,2012-08-20,2012-08-21,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2596,Three Rivers,B071E,Carmarthenshire CC,SN3570730=,St Ishmaels ,2012-08-20,2012-08-21,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2597,Burry Inlet,B038B,Carmarthenshire CC,SS47959886,North (West),2012-08-20,2012-08-21,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2598,Dee,B045S,Flintshire CC,SJ1781780850,Salisbury Bank,2012-08-20,2012-08-21,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2599,North Kent Coast,B17AM,Canterbury CC,TR0819065407,Pollard,2012-08-20,2012-08-21,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2624,Helford,B034P,Cornwall PHA,SW77252652,Bosahan,2012-08-21,2012-08-22,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2625,Fal,B033Z,Cornwall PHA,SW84073879,T Pontoon,2012-08-21,2012-08-22,Mussels,Detected,<RL,,,,,
BTX/2012/2626,Fal,B033Y,Cornwall PHA,SW85024095,R Pontoon/Tregothnan ,2012-08-21,2012-08-22,Mussels,Detected,<RL,,,,,
BTX/2012/2627,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2012-08-21,2012-08-22,Native oysters,Detected,<RL,,,,,
BTX/2012/2628,The Wash,B004O,Kings Lynn & West Norfolk BC,TF65803700,Heacham South,2012-08-21,2012-08-22,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2650,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2012-08-22,2012-08-23,Mussels,,,,,,<LOQ,
BTX/2012/2651,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2012-08-22,2012-08-23,Mussels,,,<RL,<RL,<RL,<LOQ,
BTX/2012/2652,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2012-08-22,2012-08-23,Mussels,,,,,,<LOQ,
BTX/2012/2653,Southampton Water,B021U,Southampton PHA,SU44640845,Near Netley Castle,2012-08-22,2012-08-23,Manila clams,,,<RL,<RL,<RL,,
BTX/2012/2656,Start Bay,B087C,South Hams DC,SX82634290,Slapton Sands 2,2012-08-23,2012-08-24,Surf clams,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2697,Fal,B033Z,Cornwall PHA,SW84073879,T Pontoon,2012-08-28,2012-08-29,Mussels,Detected,<RL,,,,,
BTX/2012/2698,Fal,B033Y,Cornwall PHA,SW85024095,R Pontoon/Tregothnan ,2012-08-28,2012-08-29,Mussels,Detected,<RL,,,,,
BTX/2012/2699,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2012-08-28,2012-08-29,Native oysters,ND,,,,,,
BTX/2012/2700,Helford,B034P,Cornwall PHA,SW77252652,Bosahan,2012-08-28,2012-08-29,Pacific oysters,Detected,<RL,,,,,
BTX/2012/2701,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2012-08-28,2012-08-29,Mussels,,,<RL,<RL,<RL,,
BTX/2012/2722,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2012-08-29,2012-08-30,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2723,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2012-08-29,2012-08-30,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2724,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2012-08-29,2012-08-30,Mussels,ND,,,,,,
BTX/2012/2725,Colwyn Bay,B069A,Conwy CBC,SH832815,Rhos-on-Sea ,2012-08-29,2012-08-30,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2726,Conwy,B044H,Conwy CBC,SH761797,Morfa ,2012-08-29,2012-08-30,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2734,Bigbury and Avon,B030B,South Hams DC,SX67174481,West Bank,2012-08-30,2012-08-31,Pacific oysters,ND,,,,,,
BTX/2012/2743,Southampton Water,B021U,Southampton PHA,SU44640845,Near Netley Castle,2012-09-03,2012-09-04,Manila clams,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2744,Deben,B010L,Suffolk Coastal DC,TM29834380,Girlings Hard,2012-09-03,2012-09-04,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2745,The Thames,B16AF,London PHA,TR12929919,Foulness Sands,2012-09-03,2012-09-04,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2746,The Thames,B16AK,London PHA,TR01198614,Maplin Sands West,2012-09-03,2012-09-04,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2760,Exe,B26AT,East Devon DC,SX99698050,Beacon Point,2012-09-03,2012-09-04,Mussels,Not tested,,Not tested,Not tested,Not tested,Not tested,
BTX/2012/2761,Fal,B033Y,Cornwall PHA,SW85024095,R Pontoon/Tregothnan ,2012-09-03,2012-09-04,Mussels,Detected,<RL,<RL,<RL,<RL,<LOQ,
BTX/2012/2762,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2012-09-03,2012-09-04,Native oysters,Detected,<RL,<RL,<RL,<RL,<LOQ,
BTX/2012/2763,Fal,B033Z,Cornwall PHA,SW84073879,T Pontoon,2012-09-03,2012-09-04,Mussels,Detected,<RL,<RL,<RL,<RL,<LOQ,
BTX/2012/2764,Burry Inlet,B038B,Carmarthenshire CC,SS47959886,North (West),2012-09-03,2012-09-04,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2765,Three Rivers,B071E,Carmarthenshire CC,SN357073,St Ishmaels ,2012-09-03,2012-09-04,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2766,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2012-09-03,2012-09-04,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2767,Three Rivers,B071B,Carmarthenshire CC,SN343092,Wharley Point,2012-09-03,2012-09-04,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2768,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2012-09-03,2012-09-04,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2769,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm ,2012-09-04,2012-09-04,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2793,Helford,B034P,Cornwall PHA,SW77252652,Bosahan,2012-09-04,2012-09-05,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2794,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre ,2012-09-04,2012-09-05,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2795,Blakeney,B006R,North Norfolk DC,TF91814545,Wells - The Pool,2012-09-04,2012-09-05,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2796,Milford Haven,B039H,Pembrokeshire CC,SN001086,Coedcanlas Spit,2012-09-03,2012-09-05,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2797,Milford Haven,B39CM,Pembrokeshire CC,SN010062,Lawrenny Quay,2012-09-03,2012-09-05,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2798,Milford Haven,B39CO,Pembrokeshire CC,SM88770325,Sawdern Point,2012-09-03,2012-09-05,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2799,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2012-09-04,2012-09-05,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2800,Ribble,B046C,West Lancashire DC,SD32802590,Point 31,2012-09-04,2012-09-05,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2805,Blackwater,B014H,Maldon DC,TM050000,Ray Sands ,2012-09-04,2012-09-05,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2823,Lune,B066A,Lancaster CC,SD42305430,Plover Scar,2012-09-05,2012-09-06,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2824,Crouch,B015M,Maldon DC,TQ892973,Althorne Creek,2012-09-05,2012-09-06,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2825,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2012-09-05,2012-09-06,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2826,Menai Strait - East,B055D,Gwynedd CC,SH57587302,Bangor ,2012-09-05,2012-09-06,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2827,Colwyn Bay,B069A,Conwy CBC,SH832815,Rhos-on-Sea ,2012-09-05,2012-09-06,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2828,Conwy,B044H,Conwy CBC,SH761797,Morfa ,2012-09-05,2012-09-06,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2832,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2012-09-04,2012-09-06,Pacific Oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2012/2833,West Mersea,B013U,Colchester BC,TM03021211,Mersea Flats,2012-09-05,2012-09-06,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
