SampleNumber,NameOfSite,BedId,LocalAuthority,GridReference,BedName,DateSampleCollected,DateSampleArrivedAtWeymouth,DateSampleArrivedAtBurnham,SpeciesSampled,PSPResultSTXequivalent,DSPResultNegative,DSPResultPositive,DomoicAcid,SampleNumber2
BTX/2002/0667,The Wash,,Kings Lynn & W Norfolk BC,,Inner West Mark Knock,2002-08-04,2002-08-06,,Cockles,NOT TESTED SAMPLE DEAD ON ARRIVAL,,,,BTX/2002/0667
BTX/2002/0668,The Wash,B003B,Boston Borough Council,TF51604930,Friskney,2002-08-04,2002-08-06,,Cockles,NOT TESTED SAMPLE DEAD ON ARRIVAL,,,,BTX/2002/0668
BTX/2002/0669,The Wash,,Kings Lynn & W Norfolk BC,,Daseleys,2002-08-04,2002-08-06,,Cockles,NOT TESTED SAMPLE DEAD ON ARRIVAL,,,,BTX/2002/0669
BTX/2002/0670,Burry Inlet,B038J,City and Council of Swansea,SS472961,South side (West),2002-08-05,2002-08-06,,Cockles,,,NEGATIVE,,BTX/2002/0670
BTX/2002/0671,Burry Inlet,B038I,City and Council of Swansea,SS505959,South side (East),2002-08-05,2002-08-06,,Cockles,,,NEGATIVE,,BTX/2002/0671
BTX/2002/0672,Burry Inlet,B038I,City and Council of Swansea,SS505959,South side (East),2002-08-05,2002-08-06,,mussels,,,NEGATIVE,,BTX/2002/0672
BTX/2002/0673,The Solent,,Isle of Wight Council,,Saltmead Lredge,2002-08-05,2002-08-06,,Native oyster,,,,<LOD,BTX/2002/0673
BTX/2002/0674,Milford Haven,,Pembrokeshire CC,SN010062,Lawrenny Quay,2002-08-05,2002-08-06,,Mussels,,,NEGATIVE,<LOD,BTX/2002/0674
BTX/2002/0675,Milford Haven,B039H,Pembrokeshire CC,SN001086,Coedcanlas Spit,2002-08-05,2002-08-06,,Mussels,,,NEGATIVE,<LOD,BTX/2002/0675
BTX/2002/0676,The Thames,B17AM,Canterbury CC,TR082669,Pollard,2002-08-05,2002-08-06,,Cockles,,,NEGATIVE,<LOD,BTX/2002/0676
BTX/2002/0678,Burry Inlet,B038A,Carmarthenshire C C,SS500974,Site 4 North (East),2002-08-05,2002-08-06,,Cockles,,,NEGATIVE,,BTX/2002/0678
BTX/2002/0679,Burry Inlet,B038B,Carmarthenshire C C,SS483996,Site 4 North (West),2002-08-05,2002-08-06,,Cockles,,POSITIVE,,,BTX/2002/0679
BTX/2002/0681,Poole,B054L,Poole Council,SZ002882,Ramshorn,2002-08-06,2002-08-07,,Mussels,,,NEGATIVE,<LOD,BTX/2002/0681
BTX/2002/0682,Mawddach,B064B,Gwynedd County BC,SH635151,Crescent,2002-08-06,2002-08-07,,Mussels,,,NEGATIVE,<LOD,BTX/2002/0682
BTX/2002/0683,Dovey,B041F,Gwynedd County BC,SN616959,Aberdyfi Slipway,2002-08-06,2002-08-07,,Mussels,,,NEGATIVE,<LOD,BTX/2002/0683
BTX/2002/0684,Fishguard Harbour,B068B,Pembrokeshire CC,SM95063778,Goodwick Sands,2002-08-06,2002-08-07,,Mussels,,,NEGATIVE,<LOD,BTX/2002/0684
BTX/2002/0685,Start Bay,B028B,South hams DC,SX82634290,Slapton Sands 2,2002-08-05,2002-08-07,,S. solida,,,NEGATIVE,<LOD,BTX/2002/0685
BTX/2002/0686,Colne,B012E,Colchester BC,TM050164,Peewit Island,2002-08-06,2002-08-07,,Native oyster,,,NEGATIVE,<LOD,BTX/2002/0686
BTX/2002/0687,Southampton Water,B021D,Southampton PHA,SU453077,Netley,2002-08-06,2002-08-07,,Native oyster,,,NEGATIVE,<LOD,BTX/2002/0687
BTX/2002/0688,Southampton Water,B021F,Southampton PHA,SU479053,Hamble Estuary,2002-08-06,2002-08-07,,Native oyster,,,NEGATIVE,<LOD,BTX/2002/0688
BTX/2002/0689,The Solent,B24AV,Southampton PHA,SZ47509960,Stanswood,2002-08-06,2002-08-07,,Native oyster,,,NEGATIVE,,BTX/2002/0689
BTX/2002/0690,The Solent,B24AX,Portsmouth PHA,SZ62239847,Haslar Wall,2002-08-06,2002-08-07,,Native oyster,,,NEGATIVE,<LOD,BTX/2002/0690
BTX/2002/0691,Langstone Harbour,B019A,Portsmouth PHA,SU70600391,Main Channel,2002-08-06,2002-08-07,,Native oysters,,,NEGATIVE,<LOD,BTX/2002/0691
BTX/2002/0692,Portsmouth Harbour,B020B,Portsmouth PHA,SU60290411,Peewit Island W,2002-08-06,2002-08-07,,Native oyster,,,NEGATIVE,<LOD,BTX/2002/0692
BTX/2002/0693,The Thames,B16AK,London PHA,TR011860,West Maplin,2002-08-06,2002-08-07,,Cockles,,,NEGATIVE,,BTX/2002/0693
BTX/2002/0694,The Thames,B16BI,London PHA,TR06009180,N E Maplin Sands 2,2002-08-06,2002-08-07,,Cockles,,POSITIVE,,,BTX/2002/0694
BTX/2002/0695,The Thames,B16AF,London PHA,TM11940000,Foulness Sands,2002-08-06,2002-08-07,,Cockles,,POSITIVE,,,BTX/2002/0695
BTX/2002/0696,Ravenglass,B053C,Copeland DC,SD08359610,Ravenglass 2,2002-08-06,2002-08-07,,Mussels,,,NEGATIVE,,BTX/2002/0696
BTX/2002/0701,Bigbury and Avon,B030C,South hams DC,SX67254489,Hexdown Quay,2002-08-07,2002-08-08,,Mussels,,,NEGATIVE,,BTX/2002/0701
BTX/2002/0702,Swansea,B037I,City and Council of Swansea,SS62908930,Swansea Bay S,,2002-08-08,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0702
BTX/2002/0703,Camel,B035J,North Cornwall DC,SW92417788,Trebetherick Rocks,2002-08-07,2002-08-08,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0703
BTX/2002/0704,The Thames,B16BR,London PHA,TQ92208250,Phoenix,2002-08-07,2002-08-08,,Cockles,ND,POSITIVE,,<LOD,BTX/2002/0704
BTX/2002/0705,The Thames,B16BM,London PHA,TQ86208400,Chapman Sands,2002-08-07,2002-08-08,,Cockles,,POSITIVE,,,BTX/2002/0705
BTX/2002/0706,The Thames,B16BH,London PHA,TQ97108520,West Shoebury Island,2002-08-07,2002-08-08,,Cockles,,POSITIVE,,,BTX/2002/0706
BTX/2002/0707,The Wash,,Kings Lynn & W Norfolk BC,,Le Strange Estate,2002-08-07,2002-08-08,,Cockles,,POSITIVE,,,BTX/2002/0707
BTX/2002/0708,Fal,B033Z,Falmouth PHA,SW84093878,T Pontoon,2002-08-07,2002-08-08,,Mussels,ND,,,,BTX/2002/0708
BTX/2002/0709,Fal,B033C,Falmouth PHA,SW84544276,Malpas,2002-08-07,2002-08-08,,Mussels,ND,,,,BTX/2002/0709
BTX/2002/0710,Fal,B033R,Falmouth PHA,SW85623321,Percuil,2002-08-07,2002-08-08,,Native oyster,ND,,,,BTX/2002/0710
BTX/2002/0711,Fal,B033T,Falmouth PHA,SW80243386,Penryn River - Meads,2002-08-07,2002-08-08,,Native oyster,ND,,,,BTX/2002/0711
BTX/2002/0712,Fowey,B070K,Fowey PHA,SX12605320,Wisemans,2002-08-08,2002-08-09,,Pacific oyster,ND,,NEGATIVE,<LOD,BTX/2002/0712
BTX/2002/0713,Fowey,B070K,Fowey PHA,SX12605320,Wisemans,2002-08-08,2002-08-09,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0713
BTX/2002/0714,Teign,B027V,Teignbridge DC,SX91417275,Gappa Bank,2002-08-08,2002-08-09,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0714
BTX/2002/0715,Exe,B26AA,Teignbridge DC,SX977809,Pool,2002-08-08,2002-08-09,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0715
BTX/2002/0716,Bangor,B055F,Gwynedd County BC,SH59407412,Menai Strait - East,2002-08-12,2002-08-13,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0716
BTX/2002/0717,Burry Inlet,B038A,Carmarthenshire C C,SS500974,Site 4 North (East),2002-08-11,2002-08-13,,Cockles,,,NEGATIVE,,BTX/2002/0717
BTX/2002/0718,Three Rivers,B071E,Carmarthenshire CC,SN357073,St Ishmaels,2002-08-11,2002-08-13,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0718
BTX/2002/0719,Ribble,B046C,W. Lancs DC,SD328259,Salters Bank,2002-08-12,2002-08-13,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0719
BTX/2002/0720,Camel,,North Cornwall DC,,Little Petherick Creek,2002-08-12,2002-08-13,,Cockles,ND,,,,BTX/2002/0720
BTX/2002/0721,Plymouth,B032L,Plymouth PHA,SX407567,Lynher - Shillingham,2002-08-12,2002-08-13,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0721
BTX/2002/0722,The Wash,,Kings Lynn & W Norfolk BC,,Inner west Mark Knock,2002-08-12,2002-08-13,,Cockles,,POSITIVE,,,BTX/2002/0722
BTX/2002/0723,The Wash,,Kings Lynn & W Norfolk BC,,Daseleys,2002-08-12,2002-08-13,,Cockles,,POSITIVE,,,BTX/2002/0723
BTX/2002/0724,Dart,B028B,South Hams DC,SX87405598,Waddeton,2002-08-09,2002-08-13,,Pacific oyster,,,NEGATIVE,,BTX/2002/0724
BTX/2002/0725,Dart,B028B,South Hams DC,SX87405598,Waddeton,2002-08-09,2002-08-13,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0725
BTX/2002/0726,Beaulieu,,New Forest DC,,Needs Ore,2002-08-12,2002-08-13,,Native oysters,ND,,NEGATIVE,<LOD,BTX/2002/0726
BTX/2002/0727,The Solent,B024B,Isle of Wight Council,SZ579940,Mother Bank,2002-08-12,2002-08-13,,Native oyster,ND,,NEGATIVE,<LOD,BTX/2002/0727
BTX/2002/0728,The Solent,B063B,Isle of Wight Council,SZ501951,Medina Wharf,2002-08-12,2002-08-13,,Native oyster,ND,,,<LOD,BTX/2002/0728
BTX/2002/0729,Burry Inlet,B038I,City and Council of Swansea,SS505959,South side (East),2002-08-12,2002-08-13,,mussels,,,NEGATIVE,,BTX/2002/0729
BTX/2002/0730,Burry Inlet,B038J,City and Council of Swansea,SS472961,South side (West),2002-08-12,2002-08-13,,Cockles,,,NEGATIVE,,BTX/2002/0730
BTX/2002/0731,Burry Inlet,B038B,Carmarthenshire C C,SS483996,Site 4 North (West),2002-08-12,2002-08-13,,Cockles,,POSITIVE,,,BTX/2002/0731
BTX/2002/0734,Yealm,B031E,Plymouth PHA,SX544494,Fox cove,2002-08-13,2002-08-14,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0734
BTX/2002/0735,Ravenglass,B053C,Copeland DC,SD08359610,Ravenglass 2,2002-08-13,2002-08-14,,Mussels,ND,,NEGATIVE,,BTX/2002/0735
BTX/2002/0736,Lune,B066H,Wyre BC,SD33105190,Wyre End Scar,2002-08-13,2002-08-14,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0736
BTX/2002/0737,The Wash,B003B,Boston Borough Council,TF51604930,Friskney,2002-08-13,2002-08-14,,Cockles,,,NEGATIVE,,BTX/2002/0737
BTX/2002/0738,Pegwell Bay,B016A,Thanet DC,TR353638,Pegwell Bay,2002-08-13,2002-08-14,,Cockles,,,NEGATIVE,,BTX/2002/0738
BTX/2002/0739,Thames,B17AD,Thanet DC,TR274697,Minnis Bay,2002-08-13,2002-08-14,,Cockles,,,NEGATIVE,,BTX/2002/0739
BTX/2002/0740,Silloth,B059E,Allerdale DC,NY076517,Silloth,2002-08-13,2002-08-14,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0740
BTX/2002/0741,The Thames,B076F,London PHA,TR042651,River Swale West of site 7,2002-08-13,2002-08-14,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0741
BTX/2002/0742,St Ives Bay,B088B,Penwith DC,SW58134283,Godrevy Cove,2002-08-13,2002-08-14,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0742
BTX/2002/0743,St Ives Bay,B088E,Penwith DC,SW53403880,Wackys Cave,2002-08-13,2002-08-14,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0743
BTX/2002/0744,Fowey,B070I,Fowey PHA,SX13405165,Pont Pill No 34,2002-08-12,2002-08-14,,Pacific oysters,ND,,NEGATIVE,<LOD,BTX/2002/0744
BTX/2002/0745,Fowey,B070I,Fowey PHA,SX13405165,Pont Pill No 34,2002-08-12,2002-08-14,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0745
BTX/2002/0746,The Thames,B16BQ,Maldon DC,TM08800210,Buxey Sands,2002-08-13,2002-08-14,,Cockles,ND,,NEGATIVE,<LOD,BTX/2002/0746
BTX/2002/0755,The Wash,,Kings Lynn DC,,Off Snettisham Beach,2002-08-13,2002-08-15,,Native oysters,,,NEGATIVE,,BTX/2002/0755
BTX/2002/0748,Lymington River,B24AF,New Forest DC,SZ34809375,No. 3 Post,2002-08-13,2002-08-15,,Native oysters,ND,,,<LOD,BTX/2002/0748
BTX/2002/0749,Brixham,B082A,Torbay BC,SX91285739,Fishcombe Cove,2002-08-14,2002-08-15,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0749
BTX/2002/0750,Blakeney,B006C,North Norfolk DC,TF990453,Simpool,2002-08-13,2002-08-15,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0750
BTX/2002/0751,Dee,B045O,Wirral BC,SJ227837,Caldy Blacks,2002-08-14,2002-08-15,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0751
BTX/2002/0752,The Thames,B016R,London PHA,TQ937749,Barton Point,2002-08-14,2002-08-15,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0752
BTX/2002/0753,Bigbury and Avon,B030D,South hams DC,SX67254489,Hexdown Quay,2002-08-14,2002-08-15,,Pacific oyster,ND,,NEGATIVE,<LOD,BTX/2002/0753
BTX/2002/0754,Bigbury and Avon,B030D,South hams DC,SX67254489,Hexdown Quay,2002-08-14,2002-08-15,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0754
BTX/2002/0756,Chichester Harbour,B018E,Havant BC,SU746005,Mill Rythe,2002-08-15,2002-08-16,,Native oyster,ND,,NEGATIVE,<LOD,BTX/2002/0756
BTX/2002/0757,Chichester Harbour,B018C,Havant BC,SU784016,Chichester Chnl,2002-08-15,2002-08-16,,Native oyster,ND,,NEGATIVE,<LOD,BTX/2002/0757
BTX/2002/0758,Blackwater,B014D,Maldon DC,TL925077,Goldhanger,2002-08-09,2002-08-16,,Pacific oyster,ND,,NEGATIVE,<LOD,BTX/2002/0758
BTX/2002/0759,The Thames,B16AK,London PHA,TR011860,Maplin Sands West,2002-08-14,2002-08-16,,Cockles,ND,POSITIVE,,,BTX/2002/0759
BTX/2002/0760,The Thames,B016D,London PHA,,West of Southend Pier,2002-08-15,2002-08-16,,Cockles,ND,POSITIVE,,<LOD,BTX/2002/0760
BTX/2002/0762,The Thames,B16BR,London PHA,TQ92208250,Phoenix,2002-08-14,2002-08-16,,Cockles,,POSITIVE,,,BTX/2002/0762
BTX/2002/0765,The Thames,B17AM,Canterbury CC,TR082669,Pollard,2002-08-19,2002-08-20,,Cockles,ND,,NEGATIVE,<LOD,BTX/2002/0765
BTX/2002/0766,Milford Haven,,Pembrokeshire CC,SN010062,Lawrenny Quay,2002-08-19,2002-08-20,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0766
BTX/2002/0767,Milford Haven,B039H,Pembrokeshire CC,SN001086,Coedcanlas Spit,2002-08-19,2002-08-20,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0767
BTX/2002/0768,The Thames,B016D,London PHA,TQ938827,Corporation Jetty,2002-08-18,2002-08-20,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0768
BTX/2002/0770,Butley,B009A,Suffolk Coastal DC,TM397487,Butley Creek,,2002-08-20,,Pacific oysters,ND,,NEGATIVE,<LOD,BTX/2002/0770
BTX/2002/0771,Burry Inlet,B038I,City and Council of Swansea,SS505959,South side (East),2002-08-19,2002-08-20,,Cockles,,,NEGATIVE,,BTX/2002/0771
BTX/2002/0773,Fal,B033R,Falmouth PHA,SW85623321,Percuil,2002-08-19,2002-08-20,,Native oyster,ND,,,,BTX/2002/0773
BTX/2002/0774,Fal,B033T,Falmouth PHA,SW80243386,Penryn River - Meads,2002-08-19,2002-08-20,,Native oyster,ND,,,,BTX/2002/0774
BTX/2002/0775,Fal,B033Z,Falmouth PHA,SW84093878,T Pontoon,2002-08-19,2002-08-20,,Mussels,ND,,,,BTX/2002/0775
BTX/2002/0776,Fal,B033C,Falmouth PHA,SW84544276,Malpas,2002-08-19,2002-08-20,,Mussels,ND,,,,BTX/2002/0776
BTX/2002/0777,Roach,B073H,London PHA,TQ948934,Paglesham Reach,2002-08-20,2002-08-21,,Native oyster,ND,,NEGATIVE,<LOD,BTX/2002/0777
BTX/2002/0778,Brancaster,B005S,Kings Lynn & W Norfolk BC,TF815457,Norton Creek,2002-08-20,2002-08-21,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0778
BTX/2002/0779,Camel,B035J,North Cornwall DC,SW92417788,Trebetherick Rocks,,2002-08-21,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0779
BTX/2002/0780,Burry Inlet,,Carmarthenshire C C,SS48009940,Site 4 North (Mid),2002-08-19,2002-08-21,,Cockles,,POSITIVE,,,BTX/2002/0780
BTX/2002/0781,Burry Inlet,B038B,Carmarthenshire C C,SS483996,Site 4 North (West),2002-08-19,2002-08-21,,Cockles,,,NEGATIVE,,BTX/2002/0781
BTX/2002/0782,Wyke,B025A,Weymouth PHA,,Abbotsbury Oysters,2002-08-21,2002-08-21,,Mussels,ND,,NEGATIVE,,BTX/2002/0782
BTX/2002/0787,Salcombe,,South hams DC,,Bowcombe Creek,,,,Cockles,102,,,,BTX/2002/0787
BTX/2002/0788,Salcombe,,South hams DC,,Batson Creek,,,,Cockles,26.68,,,,BTX/2002/0788
BTX/2002/0783,Taw/Torridge,B036N,Taw-Torridge DC,SS466305,Appledore Lifeboat slip,2002-08-21,2002-08-22,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0783
BTX/2002/0784,Brixham,B082A,Torbay BC,SX91285739,Fishcombe Cove,2002-08-21,2002-08-22,,Mussels,,,NEGATIVE,<LOD,BTX/2002/0784
BTX/2002/0785,Glaslyn/Dwyryd Estuary,B074A,Gwynedd County BC,SH579365,Dwyrd Estuary,2002-08-21,2002-08-22,,Cockles,,,,,BTX/2002/0785
BTX/2002/0786,The Wash,,Kings Lynn & W Norfolk BC,,off Snettisham beach,2002-08-21,2002-08-22,,Cockles,,,NEGATIVE,,BTX/2002/0786
BTX/2002/0788,Salcombe,,South hams DC,,Batson Creek,2002-08-21,2002-08-22,,Cockles,,POSITIVE,,,BTX/2002/0788
BTX/2002/0789,Salcombe,B029D,South hams DC,SX7554148,Geese quarries,2002-08-21,2002-08-22,,Pacific oysters,24.78,,NEGATIVE,,BTX/2002/0789
BTX/2002/0790,Salcombe,B029D,South hams DC,SX7554148,Geese quarries,2002-08-21,2002-08-22,,Cockles,23.88,,NEGATIVE,,BTX/2002/0790
BTX/2002/0792,The Thames,B16BR,London PHA,TQ92208250,Phoenix,2002-08-21,2002-08-22,,Cockles,,POSITIVE,,,BTX/2002/0792
BTX/2002/0793,The Thames,B16BH,London PHA,TQ97108520,West Shoebury Island,2002-08-21,2002-08-22,,Cockles,,POSITIVE,,,BTX/2002/0793
BTX/2002/0794,The Thames,B16BM,London PHA,TQ86208400,Chapman Sands,2002-08-21,2002-08-22,,Cockles,,POSITIVE,,,BTX/2002/0794
BTX/2002/0795,The Thames,B16AF,London PHA,TM11940000,Foulness Sands,2002-08-21,2002-08-22,,Cockles,,POSITIVE,,,BTX/2002/0795
BTX/2002/0796,The Thames,B16BI,London PHA,TR06009180,N E Maplin Sands 2,2002-08-21,2002-08-22,,Cockles,,POSITIVE,,,BTX/2002/0796
BTX/2002/0797,The Thames,B16AK,London PHA,TR011860,West Maplin,2002-08-21,2002-08-22,,Cockles,,,NEGATIVE,,BTX/2002/0797
BTX/2002/0798,Crouch,B015A,Maldon DC,,Althorne Creek,2002-08-19,2002-08-23,,Native oyster,ND,,,,BTX/2002/0798
BTX/2002/0799,Burry Inlet,B038I,City and Council of Swansea,SS505959,South side (East),2002-08-27,2002-08-28,,Cockles,,,NEGATIVE,,BTX/2002/0799
BTX/2002/0800,Burry Inlet,B038I,City and Council of Swansea,SS505959,South side (East),2002-08-27,2002-08-28,,mussels,,,NEGATIVE,,BTX/2002/0800
BTX/2002/0801,Burry Inlet,B038L,City and Council of Swansea,SS444973,Whitford Point,2002-08-27,2002-08-28,,Mussels,,,NEGATIVE,,BTX/2002/0801
BTX/2002/0802,Holy Island-Ross Links,B001M,Berwick upon Tweed BC,NU12333958,Ross Links,2002-08-27,2002-08-28,,Mussels,ND,POSITIVE,,0.6,BTX/2002/0802
BTX/2002/0803,Blackwater,B013F,Maldon DC,TL98611115,Tollesbury North Fleet,2002-08-23,2002-08-28,,Native oyster,ND,,NEGATIVE,<LOD,BTX/2002/0803
BTX/2002/0804,Bangor,B055F,Gwynedd County BC,SH59407412,Menai Strait - East,2002-08-27,2002-08-28,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0804
BTX/2002/0805,Thames,B17AD,Thanet DC,TR274697,Minnis Bay,2002-08-27,2002-08-28,,Cockles,ND,,NEGATIVE,<LOD,BTX/2002/0805
BTX/2002/0806,Pegwell Bay,B061A,Thanet DC,TR353638,Pegwell Bay,2002-08-27,2002-08-28,,Cockles,ND,POSITIVE,,<LOD,BTX/2002/0806
BTX/2002/0807,Burry Inlet,,Carmarthenshire CC,,New Site North,2002-08-27,2002-08-28,,Cockles,,,NEGATIVE,,BTX/2002/0807
BTX/2002/0808,Burry Inlet,B038B,Carmarthenshire C C,SS483996,Site 4 North (West),2002-08-27,2002-08-28,,Cockles,,,NEGATIVE,,BTX/2002/0808
BTX/2002/0809,The Thames,,London PHA,,S. Corporation Jetty,2002-08-28,2002-08-29,,Cockles,,POSITIVE,,,BTX/2002/0809
BTX/2002/0810,The Thames,B16BM,London PHA,TQ86208400,Chapman Sands,2002-08-28,2002-08-29,,Cockles,,,NEGATIVE,,BTX/2002/0810
BTX/2002/0811,Conwy,B044H,Conwy County BC,SH761797,Morfa,2002-08-28,2002-08-29,,Mussels,ND,,NEGATIVE,,BTX/2002/0811
BTX/2002/0812,Colwyn Bay,B069C,Conwy County BC,SH897786,Llanddulas,2002-08-28,2002-08-29,,Mussels,ND,,NEGATIVE,,BTX/2002/0812
BTX/2002/0813,West Mersea,B013D,Colchester BC,,Salcott,2002-08-28,2002-08-29,,Native oyster,ND,,NEGATIVE,,BTX/2002/0813
BTX/2002/0814,West Mersea,B013B,Colchester BC,TM027122,Free Ground West,2002-08-28,2002-08-29,,Native oyster,ND,,NEGATIVE,,BTX/2002/0814
BTX/2002/0815,West Mersea,B013E,Colchester BC,TM000133,Strood Channel,2002-08-28,2002-08-29,,Native oyster,ND,,NEGATIVE,,BTX/2002/0815
BTX/2002/0820,The Thames,B16AF,London PHA,TM11940000,Foulness Sands,2002-09-01,2002-09-03,,Cockles,,,NEGATIVE,,BTX/2002/0820
BTX/2002/0821,The Thames,B16BI,London PHA,TR06009180,N E Maplin Sands 2,2002-09-01,2002-09-03,,Cockles,,,NEGATIVE,,BTX/2002/0821
BTX/2002/0822,The Thames,B016D,London PHA,TQ938827,Corporation Jetty,2002-09-02,2002-09-03,,Mussels,,,NEGATIVE,,BTX/2002/0822
BTX/2002/0823,The Thames,B16AK,London PHA,TR011860,West Maplin,2002-09-01,2002-09-03,,Cockles,,POSITIVE,,,BTX/2002/0823
BTX/2002/0824,The Thames,B16BH,London PHA,TQ97108520,West Shoebury Island,2002-09-01,2002-09-03,,Cockles,,,NEGATIVE,,BTX/2002/0824
BTX/2002/0825,The Thames,B16BR,London PHA,TQ92208250,Phoenix,2002-09-01,2002-09-03,,Cockles,,,NEGATIVE,,BTX/2002/0825
BTX/2002/0826,Walton Backwaters,B011G,Tendering DC ,TM22142478,Kirby Creek,2002-09-02,2002-09-03,,Native oyster,ND,,,<LOD,BTX/2002/0826
BTX/2002/0827,Alde/Ore,B008E,Suffolk Coastal DC,TM46185505,Martello Tower,2002-09-02,2002-09-03,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0827
BTX/2002/0828,Butley,B009A,Suffolk Coastal DC,TM397487,Butley Creek,2002-09-02,2002-09-03,,Pacific oysters,ND,,NEGATIVE,<LOD,BTX/2002/0828
BTX/2002/0829,Burry Inlet,B038I,City and Council of Swansea,SS505959,South side (East),2002-09-02,2002-09-03,,Cockles,,POSITIVE,,,BTX/2002/0829
BTX/2002/0831,Poole,B054L,Poole Council,SZ002882,Ramshorn,2002-09-03,2002-09-04,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0831
BTX/2002/0832,St Ives Bay,B088E,Penwith DC,SW53403880,Wackys Cave,2002-09-03,2002-09-04,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0832
BTX/2002/0833,St Ives Bay,B088B,Penwith DC,SW58134283,Godrevy Cove,2002-09-03,2002-09-04,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0833
BTX/2002/0834,Holy Island-Ross Links,B001M,Berwick upon Tweed BC,NU12333958,Ross Links,2002-09-02,2002-09-04,,Mussels,,,NEGATIVE,,BTX/2002/0834
BTX/2002/0835,The Wash,,Kings Lynn & W Norfolk BC,,Inner West Mark Knock,2002-09-03,2002-09-04,,Cockles,,,NEGATIVE,,BTX/2002/0835
BTX/2002/0836,The Wash,,Kings Lynn & W Norfolk BC,,Daseleys,2002-09-03,2002-09-04,,Cockles,,,NEGATIVE,,BTX/2002/0836
BTX/2002/0837,Southampton Water,B021F,Southampton PHA,SU479053,Hamble Estuary,2002-09-03,2002-09-04,,Native oyster,ND,,NEGATIVE,<LOD,BTX/2002/0837
BTX/2002/0838,The Solent,B24AV,Southampton PHA,SZ47509960,Stanswood,2002-09-03,2002-09-04,,Native oyster,ND,,,<LOD,BTX/2002/0838
BTX/2002/0839,Southampton Water,B021D,Southampton PHA,SU453077,Netley,2002-09-03,2002-09-04,,Native oyster,ND,,NEGATIVE,<LOD,BTX/2002/0839
BTX/2002/0840,Langstone Harbour,B019A,Portsmouth PHA,SU70600391,Main Channel,2002-09-03,2002-09-04,,Native oysters,ND,,NEGATIVE,<LOD,BTX/2002/0840
BTX/2002/0841,The Solent,B24AX,Portsmouth PHA,SZ62239847,Haslar Wall,2002-09-03,2002-09-04,,Native oyster,ND,,NEGATIVE,<LOD,BTX/2002/0841
BTX/2002/0842,Portsmouth Harbour,B020B,Portsmouth PHA,SU60290411,Peewit Island W,2002-09-03,2002-09-04,,Native oyster,ND,,NEGATIVE,<LOD,BTX/2002/0842
BTX/2002/0843,The Thames,B17AM,Canterbury CC,TR082669,Pollard,2002-09-03,2002-09-04,,Cockles,,,NEGATIVE,,BTX/2002/0843
BTX/2002/0846,Fal,B033R,Falmouth PHA,SW85623321,Percuil,2002-08-28,2002-08-28,,Native oyster,ND,,NEGATIVE,<LOD,BTX/2002/0846
BTX/2002/0847,Fal,B033T,Falmouth PHA,SW80243386,Penryn River - Meads,2002-08-28,2002-08-28,,Native oyster,ND,,NEGATIVE,<LOD,BTX/2002/0847
BTX/2002/0849,Fal,B033Z,Falmouth PHA,SW84093878,T Pontoon,2002-08-28,2002-08-28,,Mussels,ND,,NEGATIVE,<LOD,BTX/2002/0849
BTX/2002/0850,Helford,B034A,Falmouth and Truro PHA,SW75282664,Calamansac,2002-08-28,2002-08-28,,Native oyster,ND,,,<LOD,BTX/2002/0850
BTX/2002/0851,Burry Inlet,,Carmarthenshire CC,,New Site North,2002-09-03,2002-09-04,,Cockles,,,NEGATIVE,,BTX/2002/0851
